name,review_count,categories,rating,transactions,address,zipcode,display_phone,price,latitude,longitude,borough
Calista Taverna,9,"Greek, Salad, Sandwiches",4.2,[],"Terminal C, New York, NY 10007",10007,,,40.7702451,-73.86420919999999,Manhattan
Salvaje Social Club,28,"Cocktail Bars, Tapas Bars",4.1,"['delivery', 'pickup']","79-11 Northern Blvd, New York, NY 11372",11372,(347) 613-2405,,40.75559,-73.88754,Queens
Evelia's Tamales Restaurant,29,Mexican,4.1,"['delivery', 'pickup']","96-09 Northern Blvd, Corona, NY 11368",11368,(718) 255-1189,,40.75724,-73.87182,Queens
Guaro Dominican Restaurant,7,"Dominican, Spanish",4.6,['delivery'],"107-01 37th Ave, Corona, NY 11368",11368,(718) 397-5265,,40.7540963,-73.86106363005945,Queens
Jamaica Breeze,44,Caribbean,2.9,"['delivery', 'pickup']","103-02 Astoria Blvd, East Elmhurst, NY 11369",11369,(718) 899-4743,$$,40.761106,-73.866138,Queens
Steven’s Food Truck,1,"Mexican, Food Trucks",5.0,[],"Queens, NY 11372",11372,,,40.75694003402018,-73.8735465956058,Queens
Birria-Landia,601,"Food Trucks, Tacos",4.6,['delivery'],"Roosevelt Ave & 78th St, Jackson Heights, NY 11372",11372,(347) 283-2162,$,40.747258,-73.887784,Queens
Prime Tavern,238,New American,2.4,[],"LaGuardia Rd, Terminal D, East Elmhurst, NY 11371",11371,(866) 508-3558,$$,40.7716,-73.86957,
Soleil Brasserie,9,Brasseries,3.4,[],"94-00 Grand Central Pkwy, Terminal C, East Elmhurst, NY 11371",11371,,,40.768359068613144,-73.86205495276137,
The King Of Taco,196,"Mexican, Beer, Wine & Spirits",3.7,"['delivery', 'pickup']","9017 31st Ave E, Elmhurst, NY 11369",11369,(718) 424-0299,$$,40.7601063,-73.8779181,Queens
Florence Prime Diner,71,"Diners, Breakfast & Brunch, Burgers",4.8,"['delivery', 'pickup']","40-13 82nd St, Elmhurst, NY 11373",11373,(718) 779-0033,,40.747208,-73.883593,Queens
La Hueca EPA,17,"Seafood, Spanish, Latin American",4.3,"['delivery', 'pickup']","104-22 Northern Blvd, Corona, NY 11368",11368,(347) 527-2939,,40.75772,-73.86391,Queens
Izakaya Fuku,357,Japanese,4.4,"['restaurant_reservation', 'delivery', 'pickup']","71-28 Roosevelt Ave, Jackson Heights, NY 11372",11372,(718) 255-1120,$$,40.74640809234451,-73.8938844,Queens
The Alcove,1130,"Gastropubs, Tapas Bars, Breakfast & Brunch",4.7,"['delivery', 'pickup']","41-11 49th St, Sunnyside, NY 11104",11104,(347) 813-4159,$$,40.7459065,-73.915103,Queens
KAM RAI THAI,213,"Cocktail Bars, Thai",4.6,"['restaurant_reservation', 'delivery', 'pickup']","43-11 28th Ave, Astoria, NY 11103",11103,(929) 522-0999,$$,40.76433,-73.91072,Queens
Porta 23,35,"Cocktail Bars, New American, Tapas/Small Plates",4.7,"['delivery', 'pickup']","29-17 23rd Ave, Astoria, NY 11105",11105,(718) 777-9477,,40.77484836374016,-73.91316914110438,Queens
Ayy Chihuahua,48,"Mexican, Cocktail Bars",4.5,"['restaurant_reservation', 'delivery', 'pickup']","36-16 Ditmars Blvd, Queens, NY 11105",11105,(347) 649-1023,,40.77383,-73.90789,Queens
Queen's Room,264,"Coffee & Tea, Cocktail Bars, Mediterranean",4.3,"['delivery', 'pickup']","3602 Ditmars Blvd, Astoria, NY 11105",11105,(347) 987-3994,$$,40.7741316,-73.9082624,Queens
Bistro Eloise - French Restaurant,346,"French, Breakfast & Brunch, Creperies",4.6,"['delivery', 'pickup']","75-57 31st Ave E, Elmhurst, NY 11370",11370,(718) 440-9493,$$,40.75878,-73.89165,Queens
Sam Muk,38,"Thai, Seafood",4.5,[],"65-25 Roosevelt Ave, Woodside, NY 11377",11377,(347) 242-3577,,40.746316,-73.898196,Queens
Fabrika,45,"Seafood, Cocktail Bars",4.2,"['delivery', 'pickup']","80-24 Northern Blvd., Jackson Heights, NY 11372",11372,(929) 300-3135,$$$,40.7552294,-73.8865204,Queens
The Queensboro,404,"Gastropubs, New American, Breakfast & Brunch",4.2,"['delivery', 'pickup']","80-02 Northern Blvd, Jackson Heights, NY 11372",11372,(929) 296-0038,$$,40.75524950946728,-73.8870871088838,Queens
La Vecina,236,"Cocktail Bars, Venues & Event Spaces, New American",4.4,"['delivery', 'pickup']","30-66 Steinway St, Astoria, NY 11103",11103,(718) 433-9399,$$,40.7623374,-73.91650024815628,Queens
Tootles & French,69,"Wine Bars, Tapas/Small Plates, Cocktail Bars",4.5,"['delivery', 'pickup']","3615 Ditmars Blvd, Astoria, NY 11105",11105,(347) 642-3012,,40.7741499,-73.90761719999999,Queens
Jack Jones Bar,100,"Irish Pub, Burgers, Sandwiches",4.4,"['delivery', 'pickup']","38-01 Ditmars Bvld, Astoria, NY 11105",11105,(929) 424-3180,$$,40.7733997,-73.90656528958398,Queens
The Woodlot,77,"Gastropubs, Cocktail Bars, Beer Bar",4.4,['delivery'],"61-04 Woodside Ave, Woodside, NY 11377",11377,(347) 242-3225,,40.74459,-73.90351,Queens
The Pomeroy,353,"New American, Bars",4.3,"['restaurant_reservation', 'delivery', 'pickup']","36-12 Ditmars Blvd, Astoria, NY 11105",11105,(718) 721-1579,$$,40.7739,-73.908,Queens
Zhego NYC,43,Himalayan/Nepalese,4.6,"['delivery', 'pickup']","38-4 61st St, Woodside, NY 11377",11377,(347) 642-3166,,40.747513,-73.902692,Queens
The Bonnie,843,"Gastropubs, New American, Breakfast & Brunch",4.1,"['delivery', 'pickup']","29-12 23rd Ave, Astoria, NY 11105",11105,(718) 274-2105,$$,40.7746737,-73.9136003,Queens
Trestle,599,"Cocktail Bars, New American, Breakfast & Brunch",4.3,"['restaurant_reservation', 'delivery', 'pickup']","34-02 Broadway, Astoria, NY 11106",11106,(347) 808-0290,$$,40.7606154,-73.9229562,Queens
Kitchen 79,768,Thai,4.3,"['delivery', 'pickup']","37-70 79th St, Jackson Heights, NY 11372",11372,(718) 803-6227,$$,40.7476129,-73.88694814785042,Queens
Addictive Wine and Tapas Bar,264,"Wine Bars, Tapas Bars, Mediterranean",4.7,"['restaurant_reservation', 'delivery', 'pickup']","32-64 87th St, East Elmhurst, NY 11369",11369,(347) 832-0951,$$,40.756339,-73.880898,Queens
Tozton,22,"Peruvian, Venezuelan, Seafood",4.8,"['delivery', 'pickup']","42-13 Broadway, Queens, NY 11103",11103,(347) 566-3257,,40.75817,-73.91677,Queens
Salvaje Social Club,28,"Cocktail Bars, Tapas Bars",4.1,"['delivery', 'pickup']","79-11 Northern Blvd, New York, NY 11372",11372,(347) 613-2405,,40.75559,-73.88754,Queens
Laly's Restaurant,251,"New American, Mexican, Breakfast & Brunch",4.5,"['delivery', 'pickup']","75-19 Roosevelt Ave, Jackson Heights, NY 11372",11372,(718) 433-9906,$$,40.7471726,-73.8898247530671,Queens
Lim's Kitchen,311,"Chicken Wings, Korean, Asian Fusion",4.5,"['delivery', 'pickup']","45-13 Broadway, Astoria, NY 11103",11103,,,40.75706,-73.91433,Queens
Lighthouse Rooftop,200,"Lounges, Asian Fusion, Latin American",3.9,[],"45-15 37th St, Long Island City, NY 11101",11101,(718) 550-6108,,40.74358,-73.927818,Queens
Zen Astoria,36,"Chinese, Asian Fusion, Pan Asian",4.4,"['delivery', 'pickup']","37-20 30th Ave, New York, NY 11103",11103,(347) 264-9063,$$$,40.76413,-73.91606,Queens
LaGuardia Cafe,312,"Spanish, Breakfast & Brunch, Dominican",4.3,"['delivery', 'pickup']","97-02 23rd Ave, East Elmhurst, NY 11369",11369,(917) 540-5785,$$,40.76829500488018,-73.87323255472334,Queens
Jaew Hon New York,274,"Thai, Hot Pot",4.3,"['delivery', 'pickup']","71-30 Roosevelt Ave, Jackson Heights, NY 11372",11372,(347) 935-3085,$$$,40.7464487,-73.8938216,Queens
Loukoumi Taverna,589,Greek,4.3,"['delivery', 'pickup']","45-07 Ditmars Blvd, New York, NY 11105",11105,(718) 626-3200,$$,40.77101446920734,-73.9028355730107,Queens
Saranrom Thai,294,Thai,4.5,"['delivery', 'pickup']","8110 Broadway, Elmhurst, NY 11373",11373,(347) 808-0545,$$,40.743164864644704,-73.88364848055883,Queens
JoJu,1959,"Coffee & Tea, Vietnamese, Sandwiches",4.4,"['delivery', 'pickup']","83-25 Broadway, Elmhurst, NY 11373",11373,(347) 808-0887,$$,40.7407051700423,-73.8793501821476,Queens
Merguez & Frites,49,"African, Middle Eastern, Sandwiches",4.6,['delivery'],"40-06 25th Ave, Astoria, NY 11106",11106,(718) 416-9537,,40.767726,-73.911449,Queens
Hamido Seafood,489,"Seafood, Mediterranean, Seafood Markets",4.4,"['delivery', 'pickup']","3129 Ditmars Blvd, Astoria, NY 11105",11105,(718) 545-2200,,40.77508412895837,-73.9094501365226,Queens
Taverna Kyclades,2894,"Seafood, Greek, Mediterranean",4.2,['pickup'],"3601 Ditmars Blvd, Astoria, NY 11105",11105,(718) 545-8666,$$$,40.77444,-73.90786,Queens
Rainhas Churrascaria,1143,"Brazilian, Steakhouses",4.0,"['delivery', 'pickup']","108-01 Northern Blvd, Corona, NY 11368",11368,(718) 779-8808,$$$,40.75824,-73.86068,Queens
Vite Vinosteria,729,"Italian, Wine Bars",4.3,"['delivery', 'pickup']","31-05 34th St, Astoria, NY 11106",11106,(718) 278-8483,$$,40.762936342378225,-73.92116617379394,Queens
Buccaneer Diner,381,"Diners, Breakfast & Brunch, American",3.4,"['delivery', 'pickup']","9301 Astoria Blvd, East Elmhurst, NY 11369",11369,(718) 429-5188,$$,40.76335540542896,-73.87617226207374,Queens
KAL,313,"Korean, Seafood, Soup",4.5,"['delivery', 'pickup']","34-05 30th Ave, Astoria, NY 11103",11103,(929) 349-1230,$$,40.76584,-73.91859,Queens
The Ditty,252,"Breakfast & Brunch, Cocktail Bars",4.1,"['delivery', 'pickup']","3503 Ditmars Blvd, Astoria, NY 11105",11105,(347) 617-1747,$$,40.7747727,-73.9087253,Queens
Arepa Lady,588,Colombian,4.5,"['delivery', 'pickup']","77-17 37th Ave, Jackson Heights, NY 11372",11372,(917) 745-1111,$$,40.7494896198795,-73.8882688432932,Queens
Kalye Bistro,73,"Filipino, Comfort Food, Seafood",4.3,"['delivery', 'pickup']","39-06 64th St, Woodside, NY 11377",11377,(848) 444-8727,,40.74629904885562,-73.90006772883534,Queens
Sugar Freak,2168,"Cajun/Creole, Southern, Breakfast & Brunch",3.8,"['restaurant_reservation', 'delivery', 'pickup']","37-11 30th Ave, Astoria, NY 11103",11103,(718) 606-1900,$$,40.7646298318085,-73.9159499108791,Queens
The Brewery Bar & Kitchen,153,"Sports Bars, American, Irish Pub",4.3,"['delivery', 'pickup']","49-18 30th Ave, Woodside, NY 11377",11377,(718) 777-8007,$$,40.760256,-73.907328,Queens
Burger Queens,73,"Burgers, Beverage Store",4.5,"['delivery', 'pickup']","96-19 23rd Ave, Queens, NY 11369",11369,(718) 433-9164,,40.76863205885949,-73.8735834,Queens
Taste Good Malaysian Cuisine,873,"Malaysian, Noodles, Soup",4.1,['delivery'],"82-18 45th Ave, Elmhurst, NY 11373",11373,(718) 898-8001,$$,40.7417090264307,-73.8821911811829,Queens
Los Amigos Chimichurry,87,"Food Trucks, Colombian",4.1,[],"Between 111th & 108th On Roosevelt Ave, Corona, NY 11368",11368,(718) 938-8569,$,40.752095004541,-73.8535914288361,Queens
Uncle Peter's,320,"Italian, Seafood, Sandwiches",4.2,"['restaurant_reservation', 'delivery', 'pickup']","83-15 Northern Blvd, Jackson Heights, NY 11372",11372,(718) 651-8600,$$,40.75588841076157,-73.88383952164457,Queens
Kasthamandap,35,"Bars, Himalayan/Nepalese",4.7,"['delivery', 'pickup']","65-14 Roosevelt Ave, Woodside, NY 11377",11377,(347) 612-4563,,40.74599919361025,-73.89844452975395,Queens
Chao Niu Hotpot,20,Hot Pot,4.7,[],"2007 127th St, Fl 2, Queens, NY 11356",11356,(718) 878-6566,,40.78151360306626,-73.84087337508213,Queens
Oceanic Boil,744,"Cajun/Creole, Seafood, Bars",4.3,"['delivery', 'pickup']","84-20 37th Ave, Jackson Heights, NY 11372",11372,(929) 296-6338,$$,40.74978,-73.881886,Queens
Izakaya Fuku,357,Japanese,4.4,"['restaurant_reservation', 'delivery', 'pickup']","71-28 Roosevelt Ave, Jackson Heights, NY 11372",11372,(718) 255-1120,$$,40.74640809234451,-73.8938844,Queens
Laly's Restaurant,251,"New American, Mexican, Breakfast & Brunch",4.5,"['delivery', 'pickup']","75-19 Roosevelt Ave, Jackson Heights, NY 11372",11372,(718) 433-9906,$$,40.7471726,-73.8898247530671,Queens
Fabrika,45,"Seafood, Cocktail Bars",4.2,"['delivery', 'pickup']","80-24 Northern Blvd., Jackson Heights, NY 11372",11372,(929) 300-3135,$$$,40.7552294,-73.8865204,Queens
The Queensboro,404,"Gastropubs, New American, Breakfast & Brunch",4.2,"['delivery', 'pickup']","80-02 Northern Blvd, Jackson Heights, NY 11372",11372,(929) 296-0038,$$,40.75524950946728,-73.8870871088838,Queens
Sam Muk,38,"Thai, Seafood",4.5,[],"65-25 Roosevelt Ave, Woodside, NY 11377",11377,(347) 242-3577,,40.746316,-73.898196,Queens
Jaew Hon New York,274,"Thai, Hot Pot",4.3,"['delivery', 'pickup']","71-30 Roosevelt Ave, Jackson Heights, NY 11372",11372,(347) 935-3085,$$$,40.7464487,-73.8938216,Queens
Saranrom Thai,294,Thai,4.5,"['delivery', 'pickup']","8110 Broadway, Elmhurst, NY 11373",11373,(347) 808-0545,$$,40.743164864644704,-73.88364848055883,Queens
Birria-Landia,601,"Food Trucks, Tacos",4.6,['delivery'],"Roosevelt Ave & 78th St, Jackson Heights, NY 11372",11372,(347) 283-2162,$,40.747258,-73.887784,Queens
Kitchen 79,768,Thai,4.3,"['delivery', 'pickup']","37-70 79th St, Jackson Heights, NY 11372",11372,(718) 803-6227,$$,40.7476129,-73.88694814785042,Queens
Taqueria Coatzingo,524,Mexican,4.0,"['delivery', 'pickup']","7605 Roosevelt Ave, Jackson Heights, NY 11372",11372,(718) 424-1977,$$,40.74721811502443,-73.88932086686563,Queens
Salvaje Social Club,28,"Cocktail Bars, Tapas Bars",4.1,"['delivery', 'pickup']","79-11 Northern Blvd, New York, NY 11372",11372,(347) 613-2405,,40.75559,-73.88754,Queens
The Woodlot,77,"Gastropubs, Cocktail Bars, Beer Bar",4.4,['delivery'],"61-04 Woodside Ave, Woodside, NY 11377",11377,(347) 242-3225,,40.74459,-73.90351,Queens
Addictive Wine and Tapas Bar,264,"Wine Bars, Tapas Bars, Mediterranean",4.7,"['restaurant_reservation', 'delivery', 'pickup']","32-64 87th St, East Elmhurst, NY 11369",11369,(347) 832-0951,$$,40.756339,-73.880898,Queens
Arepa Lady,588,Colombian,4.5,"['delivery', 'pickup']","77-17 37th Ave, Jackson Heights, NY 11372",11372,(917) 745-1111,$$,40.7494896198795,-73.8882688432932,Queens
JoJu,1959,"Coffee & Tea, Vietnamese, Sandwiches",4.4,"['delivery', 'pickup']","83-25 Broadway, Elmhurst, NY 11373",11373,(347) 808-0887,$$,40.7407051700423,-73.8793501821476,Queens
Zhego NYC,43,Himalayan/Nepalese,4.6,"['delivery', 'pickup']","38-4 61st St, Woodside, NY 11377",11377,(347) 642-3166,,40.747513,-73.902692,Queens
Jai Sang Ma,19,Thai,3.8,[],"8140 Broadway, Elmhurst, NY 11373",11373,(917) 745-1168,,40.7428524,-73.8830175,Queens
Taste Good Malaysian Cuisine,873,"Malaysian, Noodles, Soup",4.1,['delivery'],"82-18 45th Ave, Elmhurst, NY 11373",11373,(718) 898-8001,$$,40.7417090264307,-73.8821911811829,Queens
Bocaito Cafe & Wine Bar,363,"Latin American, Cocktail Bars, Breakfast & Brunch",4.2,"['delivery', 'pickup']","8115 Northern Blvd, Jackson Heights, NY 11372",11372,(347) 617-1606,$$,40.755701,-73.8856811,Queens
Bistro Eloise - French Restaurant,346,"French, Breakfast & Brunch, Creperies",4.6,"['delivery', 'pickup']","75-57 31st Ave E, Elmhurst, NY 11370",11370,(718) 440-9493,$$,40.75878,-73.89165,Queens
Khao Nom,195,"Desserts, Thai",4.4,"['delivery', 'pickup']","42-06 77th St, Elmhurst, NY 11373",11373,(929) 208-0108,$$,40.7432731562959,-73.8879961885031,Queens
Lakeside NYC,4,"Himalayan/Nepalese, Bars",4.3,"['restaurant_reservation', 'delivery', 'pickup']","77-05A 37th Ave, Queens, NY 11372",11372,(718) 672-1818,,40.74943,-73.88857,Queens
Picanteria El Austro,6,"Latin American, Diners",4.3,['pickup'],"3708 83rd St, Jackson Heights, NY 11372",11372,(718) 396-9886,$$,40.749652,-73.883473,Queens
Uncle Peter's,320,"Italian, Seafood, Sandwiches",4.2,"['restaurant_reservation', 'delivery', 'pickup']","83-15 Northern Blvd, Jackson Heights, NY 11372",11372,(718) 651-8600,$$,40.75588841076157,-73.88383952164457,Queens
Oceanic Boil,744,"Cajun/Creole, Seafood, Bars",4.3,"['delivery', 'pickup']","84-20 37th Ave, Jackson Heights, NY 11372",11372,(929) 296-6338,$$,40.74978,-73.881886,Queens
Angel Indian Restaurant,550,"Indian, Vegetarian",4.5,"['delivery', 'pickup']","7414 37th Rd, Jackson Heights, NY 11372",11372,(347) 848-0097,$$,40.7473069226623,-73.8912814123575,Queens
Florence Prime Diner,71,"Diners, Breakfast & Brunch, Burgers",4.8,"['delivery', 'pickup']","40-13 82nd St, Elmhurst, NY 11373",11373,(718) 779-0033,,40.747208,-73.883593,Queens
Na Rath Restaurant,55,"Caterers, Thai, Buffets",4.3,"['delivery', 'pickup']","86-08 Whitney Ave, Elmhurst, NY 11373",11373,(929) 554-9895,,40.741723,-73.878677,Queens
Kasthamandap,35,"Bars, Himalayan/Nepalese",4.7,"['delivery', 'pickup']","65-14 Roosevelt Ave, Woodside, NY 11377",11377,(347) 612-4563,,40.74599919361025,-73.89844452975395,Queens
Himalayan Yak,752,"Himalayan/Nepalese, Indian",3.8,"['delivery', 'pickup']","72-20 Roosevelt Ave, Jackson Heights, NY 11372",11372,(718) 779-1119,$$,40.746494,-73.892766,Queens
969 NYC Coffee,410,"Coffee & Tea, Japanese",4.6,['delivery'],"37-61 80th St, Jackson Heights, NY 11372",11372,(646) 203-7304,$,40.74779,-73.88553,Queens
Kalye Bistro,73,"Filipino, Comfort Food, Seafood",4.3,"['delivery', 'pickup']","39-06 64th St, Woodside, NY 11377",11377,(848) 444-8727,,40.74629904885562,-73.90006772883534,Queens
Mister Cangrejo,4,"Seafood, Colombian, Cocktail Bars",4.8,['delivery'],"83-17 Northern Blvd, Queens, NY 11372",11372,(718) 205-7000,,40.75593680312865,-73.88378217816353,Queens
Eim Khao Mun Kai Elmhurst,553,"Thai, Hainan, Chicken Shop",4.2,"['delivery', 'pickup']","81-32 Broadway, Elmhurst, NY 11373",11373,(718) 424-7156,$$,40.7429414097644,-73.8832733356575,Queens
Mariscos El Submarino,119,"Seafood, Mexican",4.5,"['delivery', 'pickup']","88-05 Roosevelt Ave, Jackson Heights, NY 11372",11372,(718) 685-2780,$$,40.748459,-73.87812,Queens
Wonder Jackson Heights,5,"Food Delivery Services, Food Court",4.2,"['delivery', 'pickup']","82-11 37th Ave, Flushing, NY 11372",11372,(855) 818-5755,,40.75004,-73.88369,Queens
Latino Bites,137,"Food Trucks, Mexican, Colombian",3.8,[],"85 St & Northern Blvd, Jackson Heights, NY 11372",11372,(347) 698-9175,$,40.75585,-73.88258,Queens
Om Wok,21,"Himalayan/Nepalese, Chinese, Indian",4.8,[],"78-14 Roosevelt Ave, Jackson Heights, NY 11372",11372,(929) 615-2827,,40.74678552983692,-73.8875238597393,Queens
El Toum,81,Lebanese,4.7,"['delivery', 'pickup']","35-62 76th St, Jackson Heights, NY 11372",11372,(718) 440-9970,,40.749352,-73.890394,Queens
SriPraPhai Thai Restaurant,2603,Thai,3.9,"['delivery', 'pickup']","64-13 39th Ave, Woodside, NY 11377",11377,(718) 899-9599,$$,40.7464987,-73.8992328,Queens
Pio Pio 2,1334,"Latin American, Peruvian",3.7,[],"84-02 Northern Blvd, Jackson Heights, NY 11372",11372,(718) 426-4900,$$,40.7555,-73.88315,Queens
Baht,20,Thai,4.6,"['delivery', 'pickup']","78-23 37th Ave, New York, NY 11372",11372,,$$,40.74954,-73.88744,Queens
Homemade Taqueria,14,Mexican,4.4,"['delivery', 'pickup']","7505 Roosevelt Ave, Jackson Heights, NY 11372",11372,(718) 844-0930,,40.74713656483184,-73.89014907181263,Queens
Barriles Restaurant and Sports Bar,144,"Colombian, Sports Bars, American",3.8,"['delivery', 'pickup']","83-14 37th Ave, Jackson Heights, NY 11372",11372,(347) 649-1511,$$,40.7496915,-73.8828223,Queens
Arya,24,"Cafes, Himalayan/Nepalese",4.8,['delivery'],"81-05 Queens Blvd, Elmhurst, NY 11373",11373,,,40.73811,-73.88204,Queens
La Cabana Argentinan Steakhouse,197,"Argentine, Steakhouses",3.7,['pickup'],"8607 Northern Blvd, Jackson Heights, NY 11372",11372,(718) 255-1160,$$,40.75624,-73.88132,Queens
Malabar,6,"Latin American, Chicken Wings, Cocktail Bars",5.0,"['delivery', 'pickup']","84-19 Northern Blvd, Ste L1, Queens, NY 11372",11372,(347) 832-0654,,40.75606,-73.8828,Queens
Lhasa Liang Fen,68,"Chinese, Himalayan/Nepalese",4.3,"['delivery', 'pickup']","8007 Broadway, Elmhurst, NY 11373",11373,(718) 806-1712,$,40.74401493782042,-73.88464531874742,Queens
Raices Colombianas restaurant,112,Colombian,3.4,"['delivery', 'pickup']","86-02 37th Ave, Jackson Heights, NY 11372",11372,(718) 779-7595,$$,40.7500295,-73.8804309,Queens
Warique Restaurant,69,"Peruvian, Latin American",4.1,"['delivery', 'pickup']","90-04 37th Ave, Jackson Heights, NY 11372",11372,(718) 440-9949,,40.75042,-73.87665,Queens
Izakaya Fuku,357,Japanese,4.4,"['pickup', 'restaurant_reservation', 'delivery']","71-28 Roosevelt Ave, Jackson Heights, NY 11372",11372,(718) 255-1120,$$,40.74640809234451,-73.8938844,Queens
Na Rath Restaurant,55,"Caterers, Thai, Buffets",4.3,"['pickup', 'delivery']","86-08 Whitney Ave, Elmhurst, NY 11373",11373,(929) 554-9895,,40.741723,-73.878677,Queens
Saranrom Thai,294,Thai,4.5,"['pickup', 'delivery']","8110 Broadway, Elmhurst, NY 11373",11373,(347) 808-0545,$$,40.743164864644704,-73.88364848055883,Queens
Shanghai Zhen Gong Fu,268,"Shanghainese, Noodles, Seafood",4.3,"['pickup', 'delivery']","86-16 Queens Blvd, Elmhurst, NY 11373",11373,(718) 672-2200,$$,40.736158616759205,-73.87726341410527,Queens
Taste Good Malaysian Cuisine,873,"Malaysian, Noodles, Soup",4.1,['delivery'],"82-18 45th Ave, Elmhurst, NY 11373",11373,(718) 898-8001,$$,40.7417090264307,-73.8821911811829,Queens
JoJu,1959,"Coffee & Tea, Vietnamese, Sandwiches",4.4,"['pickup', 'delivery']","83-25 Broadway, Elmhurst, NY 11373",11373,(347) 808-0887,$$,40.7407051700423,-73.8793501821476,Queens
Sam Muk,38,"Thai, Seafood",4.5,[],"65-25 Roosevelt Ave, Woodside, NY 11377",11377,(347) 242-3577,,40.746316,-73.898196,Queens
Laly's Restaurant,251,"New American, Mexican, Breakfast & Brunch",4.5,"['pickup', 'delivery']","75-19 Roosevelt Ave, Jackson Heights, NY 11372",11372,(718) 433-9906,$$,40.7471726,-73.8898247530671,Queens
Taiwanese Gourmet,494,"Taiwanese, Chinese, Asian Fusion",3.7,['delivery'],"8402 Broadway, Elmhurst, NY 11373",11373,(718) 429-4818,$$,40.739713,-73.878766,Queens
Kitchen 79,768,Thai,4.3,"['pickup', 'delivery']","37-70 79th St, Jackson Heights, NY 11372",11372,(718) 803-6227,$$,40.7476129,-73.88694814785042,Queens
Arya,24,"Cafes, Himalayan/Nepalese",4.8,['delivery'],"81-05 Queens Blvd, Elmhurst, NY 11373",11373,,,40.73811,-73.88204,Queens
Jai Sang Ma,19,Thai,3.8,[],"8140 Broadway, Elmhurst, NY 11373",11373,(917) 745-1168,,40.7428524,-73.8830175,Queens
Iron Age Korean Steakhouse,95,"Korean, Steakhouses",3.9,['restaurant_reservation'],"61-35 Junction Blvd, Queens, NY 11374",11374,(347) 612-4671,$$$,40.73357,-73.86405,Queens
Q Town Asian Cuisine Inc 乡缘闽台海鲜,163,"Chinese, Seafood, Taiwanese",3.9,"['pickup', 'delivery']","82-87 Broadway, Elmhurst, NY 11373",11373,(718) 898-8281,$$,40.74149809870495,-73.88021309999999,Queens
Akino,1234,"Sushi Bars, Japanese",4.2,"['pickup', 'delivery']","82-80 Broadway, Elmhurst, NY 11373",11373,(718) 779-8280,$$$,40.741236,-73.881306,Queens
Khao Nom,195,"Desserts, Thai",4.4,"['pickup', 'delivery']","42-06 77th St, Elmhurst, NY 11373",11373,(929) 208-0108,$$,40.7432731562959,-73.8879961885031,Queens
Jaew Hon New York,274,"Thai, Hot Pot",4.3,"['pickup', 'delivery']","71-30 Roosevelt Ave, Jackson Heights, NY 11372",11372,(347) 935-3085,$$$,40.7464487,-73.8938216,Queens
Eim Khao Mun Kai Elmhurst,553,"Thai, Hainan, Chicken Shop",4.2,"['pickup', 'delivery']","81-32 Broadway, Elmhurst, NY 11373",11373,(718) 424-7156,$$,40.7429414097644,-73.8832733356575,Queens
Birria-Landia,601,"Food Trucks, Tacos",4.6,['delivery'],"Roosevelt Ave & 78th St, Jackson Heights, NY 11372",11372,(347) 283-2162,$,40.747258,-73.887784,Queens
Pho Bang,522,Vietnamese,3.3,[],"8290 Broadway, Elmhurst, NY 11373",11373,(718) 304-9778,$$,40.7412823610706,-73.8807123455137,Queens
Florence Prime Diner,71,"Diners, Breakfast & Brunch, Burgers",4.8,"['pickup', 'delivery']","40-13 82nd St, Elmhurst, NY 11373",11373,(718) 779-0033,,40.747208,-73.883593,Queens
Sumatera Restaurant NYC,176,"Indonesian, Halal",4.4,"['pickup', 'delivery']","8620 Whitney Ave, Elmhurst, NY 11373",11373,(347) 448-6297,$$,40.74196043721645,-73.87846861804908,Queens
The Queensboro,404,"Gastropubs, New American, Breakfast & Brunch",4.2,"['pickup', 'delivery']","80-02 Northern Blvd, Jackson Heights, NY 11372",11372,(929) 296-0038,$$,40.75524950946728,-73.8870871088838,Queens
The Woodlot,77,"Gastropubs, Cocktail Bars, Beer Bar",4.4,['delivery'],"61-04 Woodside Ave, Woodside, NY 11377",11377,(347) 242-3225,,40.74459,-73.90351,Queens
Lahi,155,Filipino,3.9,"['pickup', 'delivery']","51-24 Van Loon St, Elmhurst, NY 11373",11373,(929) 296-0277,$$,40.73751,-73.87951,Queens
Wong Kwong Hop,102,Chinese,4.4,['delivery'],"85-27 Grand Ave, Elmhurst, NY 11373",11373,(718) 205-5537,$,40.735727,-73.88152,Queens
Ocean Bay Seafood Restaurant,134,"Seafood, Dim Sum, Cantonese",3.4,"['pickup', 'delivery']","83-02 Queens Blvd, Elmhurst, NY 11373",11373,(718) 898-1188,$$,40.736896,-73.880196,Queens
Seichou Ramen,2,"Ramen, Noodles",5.0,[],"85-07 Whitney Ave, Elmhurst, NY 11373",11373,(718) 799-4463,,40.741582,-73.88003033168106,Queens
Queens Seafood Restaurant,153,"Seafood, Cantonese",3.8,['delivery'],"8222 45th Ave, Elmhurst, NY 11373",11373,(718) 478-3330,$$,40.7415032,-73.8825862,Queens
Lao Bei Fang Dumpling House,650,"Chinese, Noodles",4.0,[],"8305 Broadway, Elmhurst, NY 11373",11373,(718) 639-3996,$$,40.74111,-73.87977,Queens
Fabrika,45,"Seafood, Cocktail Bars",4.2,"['pickup', 'delivery']","80-24 Northern Blvd., Jackson Heights, NY 11372",11372,(929) 300-3135,$$$,40.7552294,-73.8865204,Queens
