name,review_count,categories,rating,address,zipcode,display_phone,latitude,longitude,borough
Maspeth Martial Arts,5,Martial Arts,4.4,"55-19 69th St, Queens, NY 11378",11378,(718) 255-1993,40.7272491,-73.8951111,Queens
Controlled Aggression,1,"Nutritionists, Trainers",5.0,"3906 62nd St, Flushing, NY 11377",11377,,40.74677539327547,-73.9019533310686,Queens
RNS Pilates,4,"Pilates, Trainers",5.0,"181 Withers St, Brooklyn, NY 11211",11211,(917) 365-7791,40.71755,-73.94443,Brooklyn
Ridgewood Pilates,5,Pilates,5.0,"68-53 Fresh Pond Rd, Ridgewood, NY 11385",11385,(917) 909-0885,40.7038976417624,-73.8953463,Queens
Queens Training Club,8,"Boxing, Muay Thai, Gyms",5.0,"37-02 Queens Blvd, Fl 2, Long Island City, NY 11101",11101,(917) 731-9949,40.743811,-73.927738,Queens
Ridgewood YMCA,35,"Gyms, Cardio Classes, Yoga",4.0,"69-02 64th St, Ridgewood, NY 11385",11385,(212) 912-2180,40.70421107629975,-73.8941233254631,Queens
Force Fitness Club,72,"Gyms, Trainers",4.1,"6303 Fresh Pond Rd, Ridgewood, NY 11385",11385,(718) 497-9090,40.7119,-73.899466,Queens
New York Sports Club,1,Gyms,2.0,"80-16 Cooper Ave, Queens, NY 11385",11385,(718) 326-2228,40.70921,-73.86942,Queens
FitNation Health Club,40,"Gyms, Yoga",2.2,"66-26 Metropolitan Ave, Middle Village, NY 11379",11379,(718) 381-1100,40.71074,-73.891695,Queens
Retro Fitness,121,Gyms,2.9,"92-73 Queens Blvd, Rego Park, NY 11374",11374,(718) 310-0201,40.73233,-73.86634,Queens
Retro Fitness,131,"Gyms, Trainers",2.7,"65-45 Otto Rd, Glendale, NY 11385",11385,(718) 417-4600,40.70561,-73.88983401860474,Queens
Planet Fitness,86,"Gyms, Trainers",2.1,"86-01 Roosevelt Ave, Queens, NY 11372",11372,(718) 933-4670,40.74829099,-73.87997310298609,Queens
Evolve Health and Fitness,2,Gyms,2.0,"1661 Weirfield St, Ridgewood, NY 11385",11385,(718) 366-9700,40.69822901948821,-73.90493041073206,Queens
Coliseum Gym 2.0,5,"Gyms, Trainers",4.6,"9825 Jamaica Ave, Woodhaven, NY 11421",11421,(718) 441-0258,40.695201,-73.846782,Queens
Blink Fitness - Woodside,98,"Gyms, Trainers",2.8,"56-02 Roosevelt Ave, Queens, NY 11377",11377,(917) 651-0278,40.744962,-73.908391,Queens
Blink Fitness - Ridgewood,40,"Gyms, Trainers",2.3,"55-27 Myrtle Ave, Ridgewood, NY 11385",11385,(718) 701-6195,40.7001123,-73.90745849999999,Queens
Courage Fitness Club,10,"Trainers, Gyms",4.6,"52-03 Queens Blvd, Woodside, NY 11377",11377,(929) 404-6595,40.74287,-73.91245,Queens
Planet Fitness,110,"Gyms, Trainers",2.5,"329 Wyckoff Ave, Ridgewood, NY 11385",11385,(718) 650-6560,40.69989429723212,-73.9112774576895,Queens
Absolute Power Fitness,1,Gyms,5.0,"49 Wyckoff Ave, Brooklyn, NY 11237",11237,(718) 569-5727,40.706023,-73.921503,Brooklyn
New York Sports Club,11,Gyms,1.4,"39-01 Queens Blvd, Ste 01, Sunnyside, NY 11104",11104,(718) 361-2254,40.74457,-73.92577,Queens
Brotherhood Boxing Club,10,Boxing,4.5,"82 Wyckoff Ave, Fl 2, Brooklyn, NY 11237",11237,(929) 234-5600,40.704479,-73.919968,Brooklyn
CrossFit Glendale,25,Interval Training Gyms,3.9,"70-33 84th St, Glendale, NY 11385",11385,(718) 506-6295,40.70961147414111,-73.8655453143457,Queens
Barbell Fitness,4,"Gyms, Pilates",4.5,"46-12 Queens Blvd, Sunnyside, NY 11104",11104,(929) 328-0113,40.742685,-73.918132,Queens
Shape Fitness For Women,92,"Weight Loss Centers, Trainers, Circuit Training Gyms",4.8,"11020 73rd Rd, Ste 1d, Forest Hills, NY 11375",11020,(718) 544-9070,40.718209,-73.838807,
69th Lane Studio,4,"Yoga, Pilates, Martial Arts",5.0,"69-71 Grand Ave, Ste 54-57A, Queens, NY 11378",11378,(718) 424-4477,40.7275658666831,-73.8933909306885,Queens
Impact Sports Club,1,"Gyms, Pilates, Yoga",5.0,"65-75 Woodhaven Blvd, Queens, NY 11374",11374,(718) 316-6676,40.7186369,-73.86348835608314,Queens
Planet Fitness,37,Gyms,2.5,"10702 Queens Blvd, Forest Hills, NY 11375",10702,(929) 489-0099,40.721604594202645,-73.84611390793701,
Retro Fitness,127,Gyms,2.8,"8989 Union Tpke, Glendale, NY 11385",11385,(718) 849-1001,40.70715,-73.85569248552481,Queens
New York Sports Club,29,Gyms,2.6,"99-01 Queens Blvd, Queens, NY 11374",11374,(718) 263-2216,40.72735,-73.85345,Queens
CKO Kickboxing Maspeth,10,Kickboxing,5.0,"7425 Grand Ave, Maspeth, NY 11373",11373,(917) 745-1448,40.730452,-73.887158,Queens
Crunch Fitness - Richmond Hill,92,"Trainers, Gyms",3.1,"115-02 Jamaica Ave, Queens, NY 11418",11418,(646) 780-2050,40.698549,-73.83375,Queens
Blink Fitness - Jackson Heights,188,"Gyms, Trainers",2.0,"78-14 Roosevelt Ave, Jackson Heights, NY 11372",11372,(646) 517-6365,40.7469827347856,-73.8876091347711,Queens
Orangetheory Fitness Forest Hills,75,"Gyms, Boot Camps, Trainers",3.4,"107-14 70th Rd, Forest Hills, NY 11375",11375,(718) 701-6070,40.7210593,-73.8453877,Queens
The Dojo NYC,10,"Muay Thai, Brazilian Jiu-Jitsu",4.5,"280 Starr St, Brooklyn, NY 11237",11237,(347) 203-1812,40.70679,-73.92131,Brooklyn
Three Hammers Training,3,Interval Training Gyms,5.0,"39-63 63rd St, Woodside, NY 11377",11377,(347) 460-0222,40.74482,-73.90119,Queens
TITLE Boxing Club,98,"Trainers, Gyms, Boxing",4.5,"6930 Austin St, Forest Hills, NY 11375",11375,(347) 960-9595,40.721374,-73.848724,Queens
24 Hour Fitness - Kew Gardens,96,"Gyms, Trainers",2.0,"8002 Kew Gardens Rd, Kew Gardens, NY 11415",11415,(718) 793-0910,40.71377770910157,-73.83097172392581,Queens
Blink Fitness - Bushwick,79,"Gyms, Trainers",2.6,"399 Knickerbocker Ave, Brooklyn, NY 11237",11237,(347) 991-8706,40.700093,-73.920196,Brooklyn
Ridgewood Pilates,5,Pilates,5.0,"68-53 Fresh Pond Rd, Ridgewood, NY 11385",11385,(917) 909-0885,40.7038976417624,-73.8953463,Queens
Retro Fitness,121,Gyms,2.9,"32-32 49th St, Queens, NY 11103",11103,(718) 777-0322,40.7549,-73.91277,Queens
Red Planet MMA,5,"Boxing, Muay Thai, Gyms",4.2,"1449 Broadway, Brooklyn, NY 11221",11221,(347) 939-7088,40.68806301317367,-73.9191251964507,Brooklyn
Universal Boxing Gym,0,"Boxing, Amateur Sports Teams, Trainers",0.0,"64-64 Dry Harbor Rd, Fl 1, Queens, NY 11379",11379,(917) 951-3636,40.718218,-73.872781,Queens
HotYoga4YouRegoPark,68,Yoga,3.7,"6507 Woodhaven Blvd, Rego Park, NY 11374",11374,(718) 275-2100,40.719912,-73.864594,Queens
Vibez Training,5,Gyms,5.0,"217 Malcolm X Blvd, Brooklyn, NY 11221",11221,(347) 414-5812,40.68554041648721,-73.92945021017498,Brooklyn
Maspeth Martial Arts,5,Martial Arts,4.4,"55-19 69th St, Queens, NY 11378",11378,(718) 255-1993,40.7272491,-73.8951111,Queens
The Fit In Beats & Barres,2,"Barre Classes, Pilates",5.0,"304 Malcolm X Blvd, Brooklyn, NY 11233",11233,,40.68246,-73.9291,Brooklyn
Queens Training Club,8,"Boxing, Muay Thai, Gyms",5.0,"37-02 Queens Blvd, Fl 2, Long Island City, NY 11101",11101,(917) 731-9949,40.743811,-73.927738,Queens
Sky Health NYC,8,"Trainers, Physical Therapy, Circuit Training Gyms",4.8,"251 5th Ave, Fl 7, New York, NY 10016",10016,(212) 889-1616,40.744920982572545,-73.98707725981299,Manhattan
Legitfitnyc,3,Interval Training Gyms,5.0,"116-07 Queens Blvd, Queens, NY 11375",11375,(718) 880-2069,40.715458773390694,-73.83328383101714,Queens
Controlled Aggression,1,"Nutritionists, Trainers",5.0,"3906 62nd St, Flushing, NY 11377",11377,,40.74677539327547,-73.9019533310686,Queens
Battalion Boot Camp,1,"Boot Camps, Trainers",4.0,"Woodhaven, NY 11385",11385,(347) 566-1553,40.7084907672084,-73.9053726196289,Queens
The Cobra Club,147,"Cafes, Yoga, Bars",3.8,"6 Wyckoff Ave, Bushwick, NY 11237",11237,(917) 719-1138,40.706684,-73.923492,Brooklyn
Woodside Boxing Academy,13,Boxing,3.4,"41-25 58th St, Woodside, NY 11377",11377,(718) 300-6069,40.7438,-73.9067,Queens
Loom Fitness Studio,3,"Barre Classes, Pilates",5.0,"1087 Flushing Ave, Shop 115, Brooklyn, NY 11237",11237,(646) 504-0121,40.70491,-73.92856,Brooklyn
Spencer Pilates Arts,63,"Pilates, Barre Classes, Yoga",4.8,"108-12 72nd Ave, Fl 4, Forest Hills, NY 11375",11375,(718) 261-0596,40.71957,-73.84207,Queens
Ridgewood YMCA,35,"Gyms, Cardio Classes, Yoga",4.0,"69-02 64th St, Ridgewood, NY 11385",11385,(212) 912-2180,40.70421107629975,-73.8941233254631,Queens
Force Fitness Club,72,"Gyms, Trainers",4.1,"6303 Fresh Pond Rd, Ridgewood, NY 11385",11385,(718) 497-9090,40.7119,-73.899466,Queens
New York Sports Club,1,Gyms,2.0,"80-16 Cooper Ave, Queens, NY 11385",11385,(718) 326-2228,40.70921,-73.86942,Queens
Retro Fitness,131,"Gyms, Trainers",2.7,"65-45 Otto Rd, Glendale, NY 11385",11385,(718) 417-4600,40.70561,-73.88983401860474,Queens
Evolve Health and Fitness,2,Gyms,2.0,"1661 Weirfield St, Ridgewood, NY 11385",11385,(718) 366-9700,40.69822901948821,-73.90493041073206,Queens
Planet Fitness,110,"Gyms, Trainers",2.5,"329 Wyckoff Ave, Ridgewood, NY 11385",11385,(718) 650-6560,40.69989429723212,-73.9112774576895,Queens
Blink Fitness - Ridgewood,40,"Gyms, Trainers",2.3,"55-27 Myrtle Ave, Ridgewood, NY 11385",11385,(718) 701-6195,40.7001123,-73.90745849999999,Queens
FitNation Health Club,40,"Gyms, Yoga",2.2,"66-26 Metropolitan Ave, Middle Village, NY 11379",11379,(718) 381-1100,40.71074,-73.891695,Queens
Coliseum Gym 2.0,5,"Gyms, Trainers",4.6,"9825 Jamaica Ave, Woodhaven, NY 11421",11421,(718) 441-0258,40.695201,-73.846782,Queens
Absolute Power Fitness,1,Gyms,5.0,"49 Wyckoff Ave, Brooklyn, NY 11237",11237,(718) 569-5727,40.706023,-73.921503,Brooklyn
Brotherhood Boxing Club,10,Boxing,4.5,"82 Wyckoff Ave, Fl 2, Brooklyn, NY 11237",11237,(929) 234-5600,40.704479,-73.919968,Brooklyn
LA Fitness,145,"Gyms, Trainers, Yoga",2.2,"13340 79th St, Ste B, Howard Beach, NY 11414",13340,(347) 817-7632,40.672101,-73.856732,
Retro Fitness,121,Gyms,2.9,"92-73 Queens Blvd, Rego Park, NY 11374",11374,(718) 310-0201,40.73233,-73.86634,Queens
CrossFit Glendale,25,Interval Training Gyms,3.9,"70-33 84th St, Glendale, NY 11385",11385,(718) 506-6295,40.70961147414111,-73.8655453143457,Queens
Blink Fitness - Woodside,98,"Gyms, Trainers",2.8,"56-02 Roosevelt Ave, Queens, NY 11377",11377,(917) 651-0278,40.744962,-73.908391,Queens
Planet Fitness,86,"Gyms, Trainers",2.1,"86-01 Roosevelt Ave, Queens, NY 11372",11372,(718) 933-4670,40.74829099,-73.87997310298609,Queens
Courage Fitness Club,10,"Trainers, Gyms",4.6,"52-03 Queens Blvd, Woodside, NY 11377",11377,(929) 404-6595,40.74287,-73.91245,Queens
Powerhouse Gym,50,"Gyms, Trainers",4.3,"30-30 Northern Blvd, Long Island City, NY 11101",11101,(347) 937-3030,40.751165198488785,-73.93356879169146,Queens
BQE Fitness,44,Gyms,3.8,"26-50 Brooklyn Queens Expwy W, Woodside, NY 11377",11377,(718) 726-4343,40.76140766589385,-73.90219515888575,Queens
Barbell Fitness,4,"Gyms, Pilates",4.5,"46-12 Queens Blvd, Sunnyside, NY 11104",11104,(929) 328-0113,40.742685,-73.918132,Queens
Ridgewood Pilates,5,Pilates,5.0,"68-53 Fresh Pond Rd, Ridgewood, NY 11385",11385,(917) 909-0885,40.7038976417624,-73.8953463,Queens
New York Sports Club,11,Gyms,1.4,"39-01 Queens Blvd, Ste 01, Sunnyside, NY 11104",11104,(718) 361-2254,40.74457,-73.92577,Queens
Absolute Power Fitness,171,"Gyms, Yoga, Trainers",4.2,"750 Grand St, Brooklyn, NY 11211",11211,(718) 387-4711,40.71160151431,-73.9429020881653,Brooklyn
Blink Fitness - Bushwick,79,"Gyms, Trainers",2.6,"399 Knickerbocker Ave, Brooklyn, NY 11237",11237,(347) 991-8706,40.700093,-73.920196,Brooklyn
Shape Fitness For Women,92,"Weight Loss Centers, Trainers, Circuit Training Gyms",4.8,"11020 73rd Rd, Ste 1d, Forest Hills, NY 11375",11020,(718) 544-9070,40.718209,-73.838807,
Retro Fitness,127,Gyms,2.8,"8989 Union Tpke, Glendale, NY 11385",11385,(718) 849-1001,40.70715,-73.85569248552481,Queens
The Dojo NYC,10,"Muay Thai, Brazilian Jiu-Jitsu",4.5,"280 Starr St, Brooklyn, NY 11237",11237,(347) 203-1812,40.70679,-73.92131,Brooklyn
GHOST Williamsburg,5,Gyms,4.4,"291 Metropolitan Ave, Brooklyn, NY 11211",11211,(718) 705-9850,40.714767,-73.957695,Brooklyn
Red Planet MMA,5,"Boxing, Muay Thai, Gyms",4.2,"1449 Broadway, Brooklyn, NY 11221",11221,(347) 939-7088,40.68806301317367,-73.9191251964507,Brooklyn
Brooklyn Athletic Club,56,"Gyms, Trainers, Yoga",4.5,"8 Berry St, Brooklyn, NY 11249",11249,(718) 486-6929,40.7221684,-73.9554244,
Impact Sports Club,1,"Gyms, Pilates, Yoga",5.0,"65-75 Woodhaven Blvd, Queens, NY 11374",11374,(718) 316-6676,40.7186369,-73.86348835608314,Queens
The Sculpted Body,4,"Trainers, Pilates, Nutritionists",4.8,"Brooklyn, NY 11211",11211,(347) 262-8344,40.7145257,-73.9443863,Brooklyn
Orangetheory Fitness Williamsburg,38,"Gyms, Trainers, Boot Camps",3.9,"157 Kent Ave, Brooklyn, NY 11249",11249,(917) 201-7014,40.71844,-73.96357,
Crunch Fitness - Richmond Hill,92,"Trainers, Gyms",3.1,"115-02 Jamaica Ave, Queens, NY 11418",11418,(646) 780-2050,40.698549,-73.83375,Queens
SNS Strength Bushwick,9,Gyms,5.0,"1000 Broadway, Brooklyn, NY 11221",11221,,40.6958377336018,-73.93370121222974,Brooklyn
Planet Fitness,37,Gyms,2.5,"10702 Queens Blvd, Forest Hills, NY 11375",10702,(929) 489-0099,40.721604594202645,-73.84611390793701,
Chelsea Piers Fitness,4,"Gyms, Gymnastics, Yoga",4.8,"308 Park Ave S, New York, NY 10010",10010,(212) 609-3200,40.73910159305324,-73.98624490116839,Manhattan
Harbor Fitness,306,"Gyms, Yoga, Cycling Classes",4.6,"550 5th Ave, Brooklyn, NY 11215",11215,(718) 965-6200,40.66566,-73.98944,Brooklyn
New York Sports Club,29,Gyms,2.6,"99-01 Queens Blvd, Queens, NY 11374",11374,(718) 263-2216,40.72735,-73.85345,Queens
Bodhi Fitness Center,146,"Gyms, Yoga, Pilates",4.3,"35-11 Prince St, Flushing, NY 11354",11354,(718) 321-1100,40.76372,-73.83292,Queens
Blink Fitness - Jackson Heights,188,"Gyms, Trainers",2.0,"78-14 Roosevelt Ave, Jackson Heights, NY 11372",11372,(646) 517-6365,40.7469827347856,-73.8876091347711,Queens
69th Lane Studio,4,"Yoga, Pilates, Martial Arts",5.0,"69-71 Grand Ave, Ste 54-57A, Queens, NY 11378",11378,(718) 424-4477,40.7275658666831,-73.8933909306885,Queens
Three Hammers Training,3,Interval Training Gyms,5.0,"39-63 63rd St, Woodside, NY 11377",11377,(347) 460-0222,40.74482,-73.90119,Queens
NYC Fitness Club,59,"Gyms, Martial Arts, Pilates",3.4,"4930 20th Ave, Brooklyn, NY 11204",11204,(718) 975-3560,40.625549,-73.976929,Brooklyn
Everyone Yoga,2,Yoga,5.0,"New York, NY 11385",11385,(917) 803-1773,40.70099414582407,-73.89008606514146,Queens
Blink Fitness - Bed Stuy,76,"Gyms, Trainers",2.6,"1413 Fulton Street, Brooklyn, NY 11216",11216,(347) 991-8707,40.68032923852737,-73.94466179999999,Brooklyn
Battalion Boot Camp,1,"Boot Camps, Trainers",4.0,"Woodhaven, NY 11385",11385,(347) 566-1553,40.7084907672084,-73.9053726196289,Queens
Long Island City Branch YMCA,78,"Gyms, Swimming Lessons/Schools, Trainers",2.9,"32-23 Queens Blvd, City, NY 11101",11101,(718) 392-7932,40.74511495736287,-73.9322163,Queens
24 Hour Fitness - Kew Gardens,96,"Gyms, Trainers",2.0,"8002 Kew Gardens Rd, Kew Gardens, NY 11415",11415,(718) 793-0910,40.71377770910157,-73.83097172392581,Queens
Powerhouse Gym - Bayside,72,Gyms,3.8,"3409 Francis Lewis Blvd, Bayside, NY 11358",11358,(718) 539-7118,40.7657622,-73.7890862,Queens
24 Hour Fitness - Valley Stream,98,"Gyms, Trainers",2.3,"750 West Sunrise Hwy, Valley Stream, NY 11581",11581,(516) 612-6119,40.663521,-73.726368,
Valencia Fitness Club,13,"Gyms, Trainers, Yoga",4.1,"1319 Hempstead Tpke, Elmont, NY 11003",11003,(516) 352-9646,40.708136,-73.6893078,
Blink Fitness - Valley Stream,72,"Gyms, Trainers",3.0,"14 Brooklyn Ave, Valley Stream, NY 11581",11581,(516) 206-1990,40.6591112,-73.7000154,
Corebalfit,9,Gyms,5.0,"95-28 225th St, Bellerose Terrace, NY 11429",11429,(718) 740-2673,40.719296,-73.730029,Queens
Shape Fitness For Women,92,"Weight Loss Centers, Trainers, Circuit Training Gyms",4.8,"11020 73rd Rd, Ste 1d, Forest Hills, NY 11375",11020,(718) 544-9070,40.718209,-73.838807,
Lucille Roberts - Valley Stream,4,"Gyms, Trainers",4.0,"225 W Merrick Rd, Valley Stream, NY 11580",11580,(516) 536-5153,40.667816,-73.704724,
Blink Fitness - Springfield Gardens,17,"Gyms, Trainers",3.0,"130-20 Farmers Blvd, Queens, NY 11434",11434,(929) 519-7057,40.679371334021646,-73.7620467411496,Queens
Eastern Queens Boxing Club,33,"Gyms, Boxing",4.3,"219-07 Hempstead Ave, Queens Village, NY 11429",11429,(718) 776-7464,40.713214,-73.734543,Queens
K-Fit Boutique Gym,20,"Gyms, Trainers, Nutritionists",5.0,"11 Sunrise Plz, Valley Stream, NY 11581",11581,(516) 589-1671,40.66062,-73.7029,
Retro Fitness,22,"Yoga, Trainers, Pilates",1.6,"113-05 Springfield Blvd, Queens, NY 11429",11429,(718) 217-4974,40.703848,-73.73994,Queens
Lose-N-Tone Fitness,2,"Boot Camps, Trainers",5.0,"855 W Merrick Rd, Valley Stream, NY 11434",11434,(516) 653-8031,40.674247,-73.72675,Queens
Supreme Fitness,9,"Gyms, Trainers, Boxing",5.0,"204 Jericho Tpke, Floral Park, NY 11001",11001,(646) 387-3478,40.72841,-73.70345,
Elmont Boxing,1,"Boxing, Trainers",5.0,"475B Hempstead Turnpike, Elmont, NY 11003",11003,(347) 885-6380,40.7080691,-73.7108232,
Malik Haynes Fitness,6,"Boot Camps, Trainers",4.8,"204-21 Hollis Ave, Saint Albans , NY 11412",11412,(917) 709-3365,40.707,-73.75338,Queens
Boa Fitness Training,0,"Gyms, Pilates",0.0,"802 Meacham Ave, Elmont, NY 11003",11003,(516) 284-6162,40.6866646,-73.6924057,
Maceus Studios,1,"Trainers, Massage Therapy, Taekwondo",5.0,"175-25 139th Rd, Jamaica, NY 11434",11434,(718) 810-4067,40.6718616,-73.7653188,Queens
KB The Trainer,0,"Trainers, Gyms",0.0,"855 W Merrick, Valley Stream, NY 11580",11580,(929) 209-4600,40.6742466,-73.7267503,
Push Fitness Club,311,"Gyms, Weight Loss Centers, Yoga",3.2,"188-10 Union Tpke, Fresh Meadows, NY 11366",11366,(718) 464-7874,40.7291767,-73.7804905,Queens
Push Fitness Club,133,"Gyms, Yoga, Cycling Classes",3.0,"15 Jericho Turnpike, New Hyde Park, NY 11040",11040,(516) 325-1682,40.73126,-73.6933899,
Militia Fight Academy,8,"Martial Arts, Boot Camps",4.0,"217-90 Hempstead Ave, QUEENS VILLAGE, NY 11429",11429,(917) 387-9336,40.713812,-73.738423,Queens
Hard Body Studio,0,"Fitness & Instruction, Fitness/Exercise Equipment",0.0,"960 Elmont Rd, Valley Stream, NY 11580",11580,,40.686576224999015,-73.7237184,
Gracie Barra Long Island,10,"Martial Arts, Gyms, Trainers",5.0,"24 Jericho Tpke, New Hyde Park, NY 11040",11040,(516) 616-4662,40.730401,-73.693723,
Alphaflex Personal Training,1,"Trainers, Nutritionists",5.0,"91-12 215th Pl, Queens Village, NY 11428",11428,(631) 620-2798,40.72235,-73.74446,Queens
Nicole Hicks Fitness,1,"Trainers, Dance Studios, Boot Camps",5.0,"228-11 Linden Blvd, Comprehensive Body Conditioning, New York, NY 11411",11411,(917) 410-4920,40.69291526117108,-73.73259899899028,Queens
EmblemHealth Neighborhood Care - Cambria Heights,0,"Health Insurance Offices, Community Service/Non-Profit, Fitness & Instruction",0.0,"206-20 Linden Blvd, Queens, NY 11411",11411,(800) 274-2950,40.696105,-73.74492,Queens
My Gym,42,"Gyms, Kids Activities, Party & Event Planning",3.7,"187-08 Union Turnpike, Fresh Meadows, NY 11366",11366,(718) 380-4599,40.728886619010474,-73.78150540638076,Queens
Blink Fitness - Queens Village,46,"Gyms, Trainers",2.4,"220-05 Hillside Ave, Queens, NY 11427",11427,(917) 970-3010,40.7311665,-73.7442878,Queens
Good For Life Personal Training,4,"Nutritionists, Trainers",5.0,"Long Island, NY 11001",11001,(917) 501-2335,40.72351849707993,-73.70456162699969,
Crunch Fitness - Rochdale,30,"Gyms, Trainers, Yoga",3.5,"166-10 Baisley Blvd, Jamaica, NY 11434",11434,(718) 413-4785,40.67959,-73.77701,Queens
Hooked Kickboxing,8,"Gyms, Kickboxing, Cardio Classes",3.3,"18522 Union Tpke, Queens, NY 11366",18522,(718) 454-4800,40.72848436680955,-73.7828124,
Dynamic Fit World,1,"Trainers, Boxing",5.0,"110-60 Dunkirk St, St albans, NY 11412",11412,(929) 350-3333,40.698673,-73.7713635,Queens
Jeff Hunt Traditional Shotokan Karate,6,Karate,5.0,"22713 Merrick Blvd, Laurelton, NY 11413",22713,(718) 977-1500,40.677054,-73.742329,
Beyond Fitness,1,"Trainers, Circuit Training Gyms",5.0,"1051 Long Ridge Rd, Stamford, CT 06903",6903,(203) 842-2999,41.105042989470356,-73.56725872271919,
The Body King Studio,7,"Trainers, Gyms",4.0,"178 Jericho Tpke, Floral Park, NY 11001",11001,(914) 906-7148,40.7282945,-73.7044036,
Team Cindy Joy,0,"Health Coach, Trainers",0.0,"New York, NY 11412",11412,(917) 602-2116,40.69812195514189,-73.758985133692,Queens
Sicklefit,0,Trainers,0.0,"Saint Albans, NY 11412",11412,(646) 659-6170,40.69688797,-73.75978851,Queens
Tripple H Fitness,0,"Boot Camps, Interval Training Gyms",0.0,"253B W Merrick Rd, Valley Stream, NY 11580",11580,(646) 899-0982,40.66751,-73.70642,
Wotless Workout,0,Trainers,0.0,"New York, NY 11434",11434,(518) 545-4805,40.676769432356295,-73.77626182595534,Queens
Comprehensive Body Conditioning Studio,0,"Trainers, Yoga, Self-Defense Classes",0.0,"228-11 Linden Blvd, Heights, NY 11411",11411,(516) 787-1970,40.693021,-73.732551,Queens
Mark Lee Fitness,0,"Trainers, Gyms, Boxing",0.0,"855 West Merrick Rd, Vally stream , NY 11580",11580,(631) 984-1143,40.674258926170175,-73.72675,
Soulfull Fitness,6,"Health Coach, Nutritionists, Trainers",5.0,"Bellport, NY 11713",11713,(516) 653-8722,40.754633924888,-72.94238377675376,
K Joy Internet & Fitness,0,Fitness & Instruction,0.0,"11305 221st St, Queens Village, NY 11429",11305,(718) 468-2323,40.7037684,-73.7359997,
Battles Mixed Martial Arts,1,Martial Arts,5.0,"11141 Farmers Blvd, Saint Albans, NY 11412",11141,(718) 276-7486,40.6960744370748,-73.7622904615897,
British Swim School at 24 Hour Fitness - Valley Stream,3,"Swimming Pools, Swimming Lessons/Schools",2.3,"750 Sunrise Hwy, Valley Stream, NY 11581",11581,(718) 576-1870,40.66366,-73.72679,
House of Payne Gym,0,Self-Defense Classes,0.0,"266 Jericho Turnpike, Floral Park, NY 11001",11001,(917) 291-1571,40.72896,-73.7009,
Tom's MMA Training,0,Trainers,0.0,"63 Sobro Ave, Valley Stream, NY 11580",11580,(516) 432-7856,40.681202,-73.72213,
I.T.W.T.S  FITNESS,0,Trainers,0.0,"111 -18, Farmers Blvd, New York, NY 11419",11419,(917) 942-9611,40.701458265850434,-73.76535292714834,Queens
GYMGUYZ Long Island,0,Trainers,0.0,"Floral Park, NY 11002",11002,(516) 689-0601,40.72649765,-73.70861053,
Master Lukey,0,"Martial Arts, Trainers, Health Coach",0.0,"478 Merrick Rd, Lynbrook, NY 11563",11563,(516) 855-8538,40.6589687,-73.6788438328674,
Yoga Artistry,0,"Yoga, Meditation Centers, Performing Arts",0.0,"New York, NY 11413",11413,(347) 630-0521,40.66991518620305,-73.75090184002133,Queens
Blink Fitness - Queens Village,46,"Gyms, Trainers",2.4,"220-05 Hillside Ave, Queens, NY 11427",11427,(917) 970-3010,40.7311665,-73.7442878,Queens
Push Fitness Club,311,"Gyms, Weight Loss Centers, Yoga",3.2,"188-10 Union Tpke, Fresh Meadows, NY 11366",11366,(718) 464-7874,40.7291767,-73.7804905,Queens
Crunch Fitness - Rochdale,30,"Gyms, Trainers, Yoga",3.5,"166-10 Baisley Blvd, Jamaica, NY 11434",11434,(718) 413-4785,40.67959,-73.77701,Queens
Blink Fitness - Jamaica,74,"Gyms, Trainers",2.9,"163-02 Jamaica Ave, Queens, NY 11432",11432,(718) 521-4331,40.7044681,-73.7966098925308,Queens
Retro Fitness,22,"Yoga, Trainers, Pilates",1.6,"113-05 Springfield Blvd, Queens, NY 11429",11429,(718) 217-4974,40.703848,-73.73994,Queens
Shape Fitness For Women,92,"Weight Loss Centers, Trainers, Circuit Training Gyms",4.8,"11020 73rd Rd, Ste 1d, Forest Hills, NY 11375",11020,(718) 544-9070,40.718209,-73.838807,
Blink Fitness - Springfield Gardens,17,"Gyms, Trainers",3.0,"130-20 Farmers Blvd, Queens, NY 11434",11434,(929) 519-7057,40.679371334021646,-73.7620467411496,Queens
24 Hour Fitness - Valley Stream,98,"Gyms, Trainers",2.3,"750 West Sunrise Hwy, Valley Stream, NY 11581",11581,(516) 612-6119,40.663521,-73.726368,
Corebalfit,9,Gyms,5.0,"95-28 225th St, Bellerose Terrace, NY 11429",11429,(718) 740-2673,40.719296,-73.730029,Queens
Cross Island YMCA,53,"Gyms, Child Care & Day Care",2.8,"238-10 Hillside Ave, Bellerose, NY 11426",11426,(718) 551-9300,40.73277244755484,-73.72748064723874,Queens
Eastern Queens Boxing Club,33,"Gyms, Boxing",4.3,"219-07 Hempstead Ave, Queens Village, NY 11429",11429,(718) 776-7464,40.713214,-73.734543,Queens
Form Fitness,1,"Yoga, Trainers",5.0,"77-08 164th St, New York, NY 11366",11366,(718) 380-2200,40.724183,-73.805113,Queens
Dynamic Fit World,1,"Trainers, Boxing",5.0,"110-60 Dunkirk St, St albans, NY 11412",11412,(929) 350-3333,40.698673,-73.7713635,Queens
